user_id,signup_date,acquisition_channel,activated,orders_90d,revenue_90d,tenure_days,last_activity_days_ago
2467,2024-05-28,paid_search,1,3,242.99,130,5
2468,2024-03-19,organic,0,0,0.0,22,96
2469,2024-05-28,paid_social,0,0,0.0,52,55
2470,2024-05-17,organic,1,1,103.03,96,15
2471,2024-02-27,organic,0,0,0.0,162,35
2472,2024-04-29,paid_social,1,1,13.6,145,8
2473,2024-06-15,paid_search,0,0,0.0,23,104
2474,2024-05-12,email,1,2,96.24,33,16
2475,2024-03-05,email,0,0,0.0,157,46
2476,2024-01-13,paid_social,1,2,140.69,19,28
2477,2024-03-22,referral,0,0,0.0,121,82
2478,2024-06-21,paid_social,0,0,0.0,69,33
2479,2024-06-08,organic,0,0,0.0,37,107
2480,2024-06-12,referral,0,0,0.0,123,57
2481,2024-05-18,organic,1,1,63.61,154,13
2482,2024-05-28,paid_search,0,0,0.0,24,45
2483,2024-02-21,referral,0,0,0.0,54,107
2484,2024-04-26,paid_search,0,0,0.0,21,68
2485,2024-01-26,referral,1,7,99.72,97,21
2486,2024-02-03,organic,1,3,135.99,90,26
2487,2024-02-21,paid_social,1,4,53.61,138,20
2488,2024-04-21,organic,1,2,35.64,42,28
2489,2024-03-22,paid_social,1,2,15.29,157,18
2490,2024-06-28,referral,0,0,0.0,163,71
2491,2024-06-05,paid_social,0,0,0.0,28,47
2492,2024-06-14,organic,0,0,0.0,140,104
2493,2024-02-11,organic,1,4,119.52,58,7
2494,2024-01-21,organic,1,1,14.67,127,9
2495,2024-02-11,paid_social,0,0,0.0,172,32
2496,2024-05-20,email,1,4,413.1,7,12
2497,2024-04-22,organic,1,2,26.81,144,10
2498,2024-04-14,paid_social,0,0,0.0,93,107
2499,2024-01-17,referral,1,2,10.31,35,13
2500,2024-04-29,paid_search,1,4,367.62,92,5
2501,2024-05-16,paid_social,0,0,0.0,7,60
2502,2024-06-17,referral,1,1,48.44,14,22
2503,2024-05-08,organic,0,0,0.0,59,90
2504,2024-05-09,organic,1,1,80.35,62,10
2505,2024-02-29,organic,0,0,0.0,120,64
2506,2024-02-17,email,1,2,136.1,66,11
2507,2024-01-29,email,0,0,0.0,22,86
2508,2024-04-06,referral,1,1,31.37,144,2
2509,2024-01-10,organic,0,0,0.0,99,39
2510,2024-02-27,paid_search,1,0,0.0,120,13
2511,2024-01-21,organic,1,2,103.7,43,29
2512,2024-01-28,organic,0,0,0.0,97,85
2513,2024-02-03,paid_social,1,0,0.0,98,14
2514,2024-01-08,email,1,2,85.92,116,25
2515,2024-06-25,email,1,5,251.51,148,8
2516,2024-03-19,paid_social,1,3,231.55,138,3
2517,2024-05-24,organic,1,3,335.15,147,5
2518,2024-03-27,organic,1,5,60.46,12,22
2519,2024-03-28,paid_search,1,2,175.27,138,7
2520,2024-06-21,referral,0,0,0.0,71,74
2521,2024-03-09,referral,1,1,35.74,104,6
2522,2024-06-08,paid_search,1,2,32.3,11,18
2523,2024-06-20,paid_search,0,0,0.0,61,43
2524,2024-03-27,organic,0,0,0.0,126,57
2525,2024-04-10,organic,1,2,10.45,166,2
2526,2024-01-08,paid_search,1,2,49.0,17,4
2527,2024-03-17,organic,0,0,0.0,54,67
2528,2024-03-27,paid_search,1,4,67.68,173,9
2529,2024-02-12,referral,1,5,211.55,153,16
2530,2024-05-08,paid_social,1,3,104.38,106,19
2531,2024-04-18,organic,0,0,0.0,159,48
2532,2024-06-27,organic,1,3,52.41,106,26
2533,2024-05-31,paid_search,0,0,0.0,39,35
2534,2024-05-31,paid_search,0,0,0.0,20,59
2535,2024-01-17,paid_search,1,4,174.57,73,16
2536,2024-05-12,paid_search,0,0,0.0,43,31
2537,2024-05-27,paid_social,1,2,60.48,116,29
2538,2024-01-21,referral,0,0,0.0,129,112
2539,2024-02-27,paid_search,1,2,103.15,55,20
2540,2024-06-07,referral,1,1,68.17,108,4
2541,2024-04-19,paid_search,1,3,106.41,103,27
2542,2024-05-18,organic,1,2,39.57,179,23
2543,2024-06-28,paid_social,1,4,305.31,133,20
2544,2024-05-22,paid_social,1,3,217.27,140,27
2545,2024-05-14,email,1,2,81.92,14,13
2546,2024-01-28,paid_social,0,0,0.0,103,45
2547,2024-02-20,email,1,3,140.25,40,10
2548,2024-01-05,email,0,0,0.0,108,41
2549,2024-01-05,paid_social,1,4,155.21,137,25
2550,2024-04-03,paid_search,1,1,70.71,170,28
2551,2024-04-05,paid_social,1,1,24.42,42,9
2552,2024-01-08,email,1,3,93.27,33,25
2553,2024-03-04,referral,0,0,0.0,25,64
2554,2024-05-17,organic,1,2,84.21,118,12
2555,2024-02-07,referral,0,0,0.0,78,72
2556,2024-04-20,organic,0,0,0.0,9,59
2557,2024-04-21,paid_search,1,3,196.13,119,22
2558,2024-03-21,organic,0,0,0.0,119,96
2559,2024-05-15,paid_social,1,1,14.19,91,12
2560,2024-04-13,referral,1,1,8.68,172,24
2561,2024-06-01,organic,0,0,0.0,58,95
2562,2024-03-13,organic,1,2,34.09,153,22
2563,2024-06-26,organic,1,3,22.89,116,23
2564,2024-02-18,paid_social,1,1,36.72,32,2
2565,2024-02-05,paid_search,1,0,0.0,22,3
2566,2024-05-05,organic,1,1,136.15,93,6
2567,2024-03-08,organic,1,3,121.02,55,19
2568,2024-03-18,paid_search,1,3,131.73,108,21
2569,2024-04-14,organic,1,3,38.35,77,13
2570,2024-06-17,paid_social,0,0,0.0,61,43
2571,2024-05-01,organic,1,5,174.05,122,21
2572,2024-04-28,paid_social,0,0,0.0,92,86
2573,2024-04-23,organic,0,0,0.0,67,110
2574,2024-01-10,paid_search,0,0,0.0,130,54
2575,2024-05-28,organic,0,0,0.0,114,99
2576,2024-06-12,paid_social,1,4,190.05,121,28
2577,2024-05-19,email,1,3,38.99,161,7
2578,2024-03-31,email,1,4,157.5,63,7
2579,2024-01-02,paid_social,0,0,0.0,144,68
2580,2024-04-27,paid_search,0,0,0.0,129,86
2581,2024-01-13,referral,1,4,148.96,85,26
2582,2024-06-08,paid_social,1,4,145.87,64,17
2583,2024-04-04,organic,0,0,0.0,120,98
2584,2024-05-23,referral,1,3,39.73,69,26
2585,2024-02-01,paid_search,1,3,307.65,124,21
2586,2024-02-01,organic,1,3,91.28,121,15
2587,2024-05-03,organic,0,0,0.0,145,113
2588,2024-01-11,organic,1,3,100.3,40,19
2589,2024-01-10,paid_search,1,0,0.0,102,7
2590,2024-01-15,organic,0,0,0.0,129,31
2591,2024-01-17,organic,1,3,40.24,13,24
2592,2024-06-16,organic,0,0,0.0,18,88
2593,2024-05-25,paid_social,1,3,325.48,68,1
2594,2024-06-01,paid_social,1,3,115.3,111,7
2595,2024-02-28,paid_search,0,0,0.0,14,75
2596,2024-03-18,organic,0,0,0.0,133,65
2597,2024-05-03,organic,1,4,118.56,62,8
2598,2024-04-23,email,1,2,41.87,161,15
2599,2024-01-22,paid_search,0,0,0.0,26,105
2600,2024-06-06,paid_search,1,2,144.02,30,6
2601,2024-06-20,organic,0,0,0.0,62,111
2602,2024-02-01,paid_social,0,0,0.0,81,52
2603,2024-06-27,paid_search,1,2,30.43,70,22
2604,2024-06-22,organic,0,0,0.0,91,73
2605,2024-04-22,organic,1,1,36.45,36,26
2606,2024-04-29,paid_search,0,0,0.0,7,117
2607,2024-05-28,referral,1,4,299.7,65,9
2608,2024-05-01,referral,0,0,0.0,77,41
2609,2024-02-01,paid_social,0,0,0.0,41,42
2610,2024-04-28,paid_social,0,0,0.0,32,56
2611,2024-02-08,organic,0,0,0.0,142,49
2612,2024-01-12,paid_social,1,1,59.01,161,3
2613,2024-06-23,paid_social,1,5,190.06,30,11
2614,2024-01-18,organic,0,0,0.0,6,50
2615,2024-05-28,referral,0,0,0.0,10,50
2616,2024-05-20,organic,0,0,0.0,103,74
2617,2024-05-28,paid_search,0,0,0.0,20,99
2618,2024-05-05,paid_social,1,2,154.34,89,10
2619,2024-05-15,paid_social,1,1,11.42,124,20
2620,2024-02-15,paid_social,1,2,221.78,118,27
2621,2024-04-13,organic,0,0,0.0,12,39
2622,2024-05-14,referral,1,2,87.41,22,27
2623,2024-05-30,paid_search,0,0,0.0,76,30
2624,2024-03-26,paid_search,1,3,314.52,14,8
2625,2024-05-29,email,1,2,180.12,106,12
2626,2024-03-29,paid_social,1,1,26.97,176,9
2627,2024-01-22,organic,1,5,26.95,36,22
2628,2024-04-01,referral,0,0,0.0,55,103
2629,2024-01-29,organic,1,2,86.57,14,24
2630,2024-01-13,organic,1,1,39.46,2,17
2631,2024-01-02,paid_search,1,4,110.67,2,11
2632,2024-01-29,email,0,0,0.0,61,69
2633,2024-06-28,organic,0,0,0.0,107,62
2634,2024-01-27,paid_social,1,2,39.39,107,29
2635,2024-02-19,organic,0,0,0.0,134,108
2636,2024-04-04,paid_social,1,2,176.53,153,21
2637,2024-05-30,paid_search,1,3,236.23,23,26
2638,2024-03-28,paid_social,0,0,0.0,73,66
2639,2024-02-13,organic,1,1,12.73,95,14
2640,2024-01-22,paid_social,0,0,0.0,28,54
2641,2024-06-19,email,1,3,156.9,25,28
2642,2024-06-13,paid_social,0,0,0.0,99,72
2643,2024-04-06,paid_search,1,1,18.25,65,6
2644,2024-01-03,email,0,0,0.0,43,113
2645,2024-04-27,organic,0,0,0.0,40,100
2646,2024-01-19,paid_social,1,2,10.54,23,26
2647,2024-01-23,referral,1,4,187.21,177,2
2648,2024-06-05,organic,1,2,51.59,8,25
2649,2024-01-30,paid_search,0,0,0.0,128,38
2650,2024-02-08,organic,1,4,146.82,7,5
2651,2024-04-17,paid_social,1,2,31.01,21,29
2652,2024-04-20,paid_social,0,0,0.0,35,99
2653,2024-01-25,paid_search,1,1,12.2,101,8
2654,2024-05-07,paid_search,0,0,0.0,99,56
2655,2024-04-20,organic,1,2,52.78,82,24
2656,2024-05-15,paid_search,1,3,146.91,61,8
2657,2024-04-15,organic,0,0,0.0,74,99
2658,2024-05-23,referral,0,0,0.0,158,78
2659,2024-03-12,organic,1,2,168.01,109,9
2660,2024-05-08,referral,1,4,19.2,68,14
2661,2024-04-17,paid_social,1,4,346.44,137,2
2662,2024-01-05,paid_search,1,0,0.0,17,11
2663,2024-01-03,paid_social,1,3,78.02,43,4
2664,2024-05-11,paid_search,1,4,62.34,103,4
2665,2024-04-13,paid_search,0,0,0.0,88,83
2666,2024-03-04,organic,0,0,0.0,103,43
2667,2024-04-15,paid_search,1,3,91.92,141,26
2668,2024-04-07,organic,1,2,176.03,154,16
2669,2024-01-10,organic,1,1,6.09,62,7
2670,2024-05-28,paid_search,1,2,70.01,19,12
2671,2024-05-07,organic,0,0,0.0,81,76
2672,2024-02-15,organic,0,0,0.0,30,111
2673,2024-06-03,organic,0,0,0.0,127,81
2674,2024-03-06,organic,0,0,0.0,13,118
2675,2024-06-17,organic,1,3,375.5,177,5
2676,2024-04-21,email,1,1,46.81,82,11
2677,2024-01-13,organic,0,0,0.0,121,59
2678,2024-05-16,paid_social,1,2,82.55,116,28
2679,2024-06-12,organic,0,0,0.0,179,104
2680,2024-03-26,email,0,0,0.0,111,77
2681,2024-03-30,organic,0,0,0.0,9,68
2682,2024-02-27,email,1,2,82.66,29,19
2683,2024-02-23,paid_social,1,4,195.7,93,4
2684,2024-01-12,organic,0,0,0.0,110,61
2685,2024-01-14,referral,0,0,0.0,136,58
2686,2024-04-30,paid_search,0,0,0.0,108,81
2687,2024-06-10,organic,0,0,0.0,81,103
2688,2024-04-30,referral,1,1,18.81,15,25
2689,2024-01-20,email,1,1,37.93,162,19
2690,2024-03-15,paid_search,1,2,199.4,178,26
2691,2024-05-23,paid_search,1,2,51.04,5,17
2692,2024-03-10,referral,0,0,0.0,98,77
2693,2024-02-25,paid_social,0,0,0.0,9,52
2694,2024-04-10,referral,1,3,100.2,5,18
2695,2024-05-11,paid_social,1,3,159.53,155,15
2696,2024-04-20,organic,1,2,195.58,113,16
2697,2024-05-04,email,0,0,0.0,117,83
2698,2024-05-11,organic,1,1,41.57,84,12
2699,2024-01-20,organic,1,1,64.59,47,8
2700,2024-05-17,paid_search,1,2,292.1,62,25
2701,2024-01-24,paid_social,1,1,14.76,45,6
2702,2024-06-02,organic,0,0,0.0,66,90
2703,2024-02-06,referral,1,4,278.05,23,18
2704,2024-02-23,paid_search,1,0,0.0,98,11
2705,2024-04-12,paid_search,1,1,22.78,93,6
2706,2024-05-28,referral,1,2,154.5,43,17
2707,2024-02-07,paid_search,0,0,0.0,163,47
2708,2024-06-22,organic,1,5,202.28,158,19
2709,2024-01-04,organic,1,2,167.75,67,15
2710,2024-02-26,email,0,0,0.0,138,44
2711,2024-06-21,organic,1,2,64.98,128,23
2712,2024-01-20,paid_search,0,0,0.0,56,87
2713,2024-01-17,paid_search,1,3,134.72,34,29
2714,2024-04-28,paid_search,1,0,0.0,65,29
2715,2024-03-11,organic,0,0,0.0,6,50
2716,2024-01-04,paid_search,0,0,0.0,171,72
2717,2024-01-14,paid_search,0,0,0.0,16,74
2718,2024-01-03,email,1,3,94.16,133,19
2719,2024-03-20,organic,1,2,9.83,25,27
2720,2024-02-24,paid_search,1,1,33.68,27,8
2721,2024-05-11,paid_search,1,3,139.67,170,8
2722,2024-04-29,paid_search,0,0,0.0,117,36
2723,2024-01-24,paid_social,1,2,37.91,124,11
2724,2024-06-10,organic,1,2,215.41,55,2
2725,2024-06-06,organic,0,0,0.0,107,57
2726,2024-03-22,paid_social,1,3,31.47,26,21
2727,2024-05-26,paid_search,0,0,0.0,16,95
2728,2024-06-07,paid_search,1,3,73.37,109,12
2729,2024-02-29,organic,1,3,384.76,108,4
2730,2024-05-26,organic,0,0,0.0,90,63
2731,2024-02-18,organic,1,1,34.23,101,17
2732,2024-03-03,organic,1,2,11.01,156,23
2733,2024-04-19,paid_social,0,0,0.0,158,61
2734,2024-05-29,referral,0,0,0.0,126,41
2735,2024-05-31,organic,0,0,0.0,122,48
2736,2024-04-18,paid_search,0,0,0.0,89,76
2737,2024-03-16,organic,1,3,201.89,173,26
2738,2024-01-30,paid_search,0,0,0.0,147,39
2739,2024-02-27,organic,0,0,0.0,13,39
2740,2024-04-26,email,1,0,0.0,75,8
2741,2024-06-07,paid_social,0,0,0.0,112,84
2742,2024-04-09,email,1,2,45.7,151,8
2743,2024-01-19,referral,1,3,134.66,14,11
2744,2024-06-24,paid_search,0,0,0.0,98,72
2745,2024-06-21,paid_search,1,3,97.11,104,14
2746,2024-04-03,organic,1,3,75.95,151,18
2747,2024-04-22,paid_search,1,2,144.36,168,23
2748,2024-05-25,email,0,0,0.0,64,100
2749,2024-03-03,organic,1,1,173.32,20,4
2750,2024-04-25,referral,1,3,30.84,160,13
2751,2024-04-22,paid_search,0,0,0.0,78,115
2752,2024-02-16,referral,0,0,0.0,24,87
2753,2024-02-26,email,1,3,138.5,46,16
2754,2024-04-27,paid_social,0,0,0.0,18,53
2755,2024-02-14,paid_social,0,0,0.0,111,83
2756,2024-06-09,paid_search,0,0,0.0,94,75
2757,2024-05-24,referral,1,3,418.7,176,25
2758,2024-01-04,email,0,0,0.0,142,61
2759,2024-05-27,referral,1,2,42.91,149,18
2760,2024-02-16,paid_social,1,3,145.21,98,2
2761,2024-05-22,paid_social,1,2,32.81,5,19
2762,2024-02-16,referral,0,0,0.0,128,94
2763,2024-03-18,paid_search,1,2,100.87,159,28
2764,2024-05-03,referral,1,2,67.02,87,20
2765,2024-03-15,paid_search,0,0,0.0,120,41
2766,2024-04-12,organic,0,0,0.0,172,38
2767,2024-05-16,paid_search,0,0,0.0,64,113
2768,2024-03-30,paid_search,1,0,0.0,94,12
2769,2024-05-23,organic,1,1,116.33,170,9
2770,2024-03-09,organic,0,0,0.0,121,53
2771,2024-03-01,paid_search,1,2,68.37,100,1
2772,2024-05-17,organic,0,0,0.0,166,92
2773,2024-02-19,paid_search,1,2,32.39,135,8
2774,2024-01-03,paid_social,0,0,0.0,59,50
2775,2024-04-16,email,1,1,31.04,69,1
2776,2024-04-22,paid_social,1,1,79.04,49,13
2777,2024-04-03,email,0,0,0.0,11,96
2778,2024-04-27,paid_social,1,3,291.74,101,15
2779,2024-03-21,organic,1,0,0.0,130,7
2780,2024-04-18,paid_social,0,0,0.0,110,117
2781,2024-02-20,paid_social,1,3,52.39,27,8
2782,2024-05-26,paid_search,1,1,66.11,144,3
2783,2024-06-18,organic,1,5,44.02,64,15
2784,2024-02-04,paid_social,1,3,56.24,177,4
2785,2024-02-15,organic,1,2,157.39,90,9
2786,2024-06-02,paid_social,0,0,0.0,16,93
2787,2024-03-09,organic,0,0,0.0,73,55
2788,2024-04-02,paid_social,1,2,73.32,116,14
2789,2024-03-04,paid_search,1,2,212.78,133,27
2790,2024-06-13,organic,0,0,0.0,164,96
2791,2024-02-18,paid_search,0,0,0.0,7,39
2792,2024-05-28,paid_social,1,1,70.89,61,5
2793,2024-03-14,referral,0,0,0.0,96,61
2794,2024-01-05,referral,0,0,0.0,157,45
2795,2024-04-09,paid_search,1,1,22.3,120,6
2796,2024-03-10,paid_social,1,1,74.88,158,19
2797,2024-03-30,paid_search,1,3,151.78,168,28
2798,2024-01-04,paid_search,0,0,0.0,31,38
2799,2024-05-05,organic,0,0,0.0,48,34
2800,2024-02-08,paid_social,0,0,0.0,91,36
2801,2024-06-11,paid_search,1,1,63.87,6,10
2802,2024-05-08,organic,0,0,0.0,29,41
2803,2024-01-24,paid_social,0,0,0.0,137,109
2804,2024-02-26,paid_social,0,0,0.0,84,77
2805,2024-04-09,paid_search,1,1,48.72,114,23
2806,2024-03-10,organic,0,0,0.0,139,54
2807,2024-02-10,paid_search,1,4,185.86,19,27
2808,2024-06-22,paid_search,0,0,0.0,74,70
2809,2024-02-29,paid_social,0,0,0.0,133,39
2810,2024-04-17,paid_search,1,2,53.69,103,18
2811,2024-02-26,paid_social,0,0,0.0,70,62
2812,2024-01-31,referral,1,2,105.52,95,4
2813,2024-03-24,organic,0,0,0.0,18,66
2814,2024-05-31,email,1,1,62.65,21,14
2815,2024-02-05,paid_search,0,0,0.0,143,101
2816,2024-06-06,organic,0,0,0.0,6,62
2817,2024-05-31,paid_search,1,6,128.85,24,1
2818,2024-04-17,organic,1,3,249.46,60,27
2819,2024-04-15,organic,1,4,118.83,28,20
2820,2024-06-06,paid_search,1,2,6.57,74,25
2821,2024-03-26,referral,0,0,0.0,23,108
2822,2024-05-14,email,0,0,0.0,79,46
2823,2024-06-11,paid_social,0,0,0.0,46,56
2824,2024-01-14,organic,0,0,0.0,112,50
2825,2024-04-29,paid_social,1,3,293.16,37,25
2826,2024-05-17,paid_social,0,0,0.0,142,46
2827,2024-03-20,referral,0,0,0.0,48,56
2828,2024-05-23,referral,1,2,312.5,78,1
2829,2024-04-15,referral,1,2,96.88,115,3
2830,2024-03-10,paid_search,1,1,55.02,36,26
2831,2024-02-13,paid_social,0,0,0.0,60,65
2832,2024-03-13,organic,0,0,0.0,79,57
2833,2024-02-14,email,0,0,0.0,113,54
2834,2024-04-16,organic,1,2,47.54,97,4
2835,2024-03-24,organic,0,0,0.0,111,76
2836,2024-03-22,organic,1,2,121.42,48,8
2837,2024-04-16,referral,0,0,0.0,120,104
2838,2024-01-21,paid_search,1,0,0.0,150,24
2839,2024-06-26,paid_search,1,2,40.6,43,2
2840,2024-06-09,email,0,0,0.0,41,45
2841,2024-01-07,email,0,0,0.0,145,79
2842,2024-03-10,paid_search,1,0,0.0,63,26
2843,2024-05-06,organic,1,0,0.0,146,27
2844,2024-05-22,referral,1,1,111.03,72,22
2845,2024-06-08,email,1,1,7.29,3,19
2846,2024-05-27,paid_search,1,1,42.06,54,23
2847,2024-05-22,paid_social,0,0,0.0,119,61
2848,2024-06-24,organic,0,0,0.0,142,116
2849,2024-05-28,referral,1,1,35.99,34,8
2850,2024-06-18,paid_social,0,0,0.0,127,72
2851,2024-06-02,paid_search,1,3,375.33,126,11
2852,2024-04-29,organic,1,2,91.97,1,7
2853,2024-05-07,email,1,7,235.21,176,21
2854,2024-05-21,paid_social,0,0,0.0,99,62
2855,2024-02-26,organic,1,2,57.75,10,21
2856,2024-06-13,paid_social,1,1,77.61,83,5
2857,2024-02-27,paid_social,1,2,25.45,139,18
2858,2024-01-21,paid_search,1,3,323.11,119,11
2859,2024-03-22,paid_social,1,2,43.69,127,26
2860,2024-03-09,paid_social,0,0,0.0,99,82
2861,2024-05-10,email,0,0,0.0,66,73
2862,2024-03-27,organic,0,0,0.0,3,75
2863,2024-06-13,organic,1,3,16.44,143,13
2864,2024-02-18,organic,1,4,504.23,59,7
2865,2024-05-26,paid_social,1,2,80.32,105,11
2866,2024-04-24,paid_social,1,3,147.31,175,18
2867,2024-03-29,referral,0,0,0.0,92,88
2868,2024-03-25,paid_social,1,2,69.74,130,12
2869,2024-05-07,paid_search,1,3,115.45,158,24
2870,2024-05-19,email,0,0,0.0,166,50
2871,2024-06-17,organic,1,4,179.9,5,3
2872,2024-06-09,referral,0,0,0.0,134,101
2873,2024-06-26,paid_search,1,2,30.41,133,11
2874,2024-04-26,paid_social,0,0,0.0,12,77
2875,2024-05-06,paid_social,1,3,219.9,132,2
2876,2024-03-11,paid_social,0,0,0.0,152,48
2877,2024-03-26,organic,1,3,176.82,153,23
2878,2024-02-02,paid_search,0,0,0.0,26,33
2879,2024-03-21,paid_social,1,3,203.8,55,17
2880,2024-05-31,referral,0,0,0.0,126,119
2881,2024-03-01,paid_search,1,0,0.0,46,29
2882,2024-03-01,email,1,1,69.6,174,2
2883,2024-04-07,paid_search,0,0,0.0,43,87
2884,2024-01-28,paid_search,0,0,0.0,161,103
2885,2024-02-12,referral,1,3,21.87,21,29
2886,2024-06-17,paid_social,0,0,0.0,165,62
2887,2024-06-15,email,1,5,355.94,12,22
2888,2024-03-26,paid_social,0,0,0.0,101,116
2889,2024-06-25,paid_search,0,0,0.0,149,111
2890,2024-01-17,organic,1,3,130.64,141,21
2891,2024-04-07,paid_search,0,0,0.0,117,105
2892,2024-04-07,organic,0,0,0.0,33,71
2893,2024-03-05,paid_social,1,3,93.78,76,18
2894,2024-03-14,organic,0,0,0.0,120,54
2895,2024-03-25,organic,1,3,156.31,158,3
2896,2024-01-05,organic,0,0,0.0,37,69
2897,2024-01-02,organic,0,0,0.0,82,115
2898,2024-01-22,paid_search,1,4,27.26,144,3
2899,2024-04-21,referral,0,0,0.0,45,109
2900,2024-02-26,referral,0,0,0.0,129,91
2901,2024-03-06,paid_social,0,0,0.0,28,116
2902,2024-03-14,referral,1,2,121.65,44,5
2903,2024-04-07,organic,1,3,254.83,67,9
2904,2024-05-23,referral,0,0,0.0,107,98
2905,2024-04-21,organic,1,2,54.62,167,29
2906,2024-06-27,paid_search,1,2,245.74,10,1
2907,2024-05-04,paid_social,0,0,0.0,51,99
2908,2024-06-15,organic,1,2,47.23,109,22
2909,2024-03-26,paid_social,0,0,0.0,142,60
2910,2024-03-16,paid_search,0,0,0.0,79,74
2911,2024-03-28,referral,0,0,0.0,134,57
2912,2024-06-16,paid_search,1,2,317.95,167,10
2913,2024-02-07,organic,1,2,76.99,80,3
2914,2024-02-28,paid_social,1,1,14.15,82,15
2915,2024-05-17,organic,0,0,0.0,99,33
2916,2024-04-08,paid_search,1,1,35.87,176,27
2917,2024-03-03,organic,0,0,0.0,153,105
2918,2024-02-18,paid_social,0,0,0.0,120,41
2919,2024-02-01,paid_social,0,0,0.0,33,91
2920,2024-05-14,paid_search,1,1,72.24,83,17
2921,2024-01-21,email,1,0,0.0,102,20
2922,2024-01-20,referral,0,0,0.0,75,77
2923,2024-06-02,paid_social,1,4,176.15,120,4
2924,2024-05-06,paid_social,1,2,76.38,102,2
2925,2024-03-08,organic,1,2,48.03,65,2
2926,2024-04-19,paid_social,0,0,0.0,168,96
2927,2024-04-25,organic,0,0,0.0,25,42
2928,2024-05-22,organic,0,0,0.0,57,81
2929,2024-04-29,email,0,0,0.0,160,92
2930,2024-03-19,paid_social,1,2,55.97,46,5
2931,2024-04-25,paid_search,0,0,0.0,100,104
2932,2024-04-01,organic,1,3,12.84,132,29
2933,2024-01-14,paid_social,0,0,0.0,119,76
2934,2024-06-03,organic,1,4,489.8,151,4
2935,2024-05-04,organic,1,3,91.21,80,3
2936,2024-06-16,organic,1,1,132.08,75,9
2937,2024-02-27,paid_search,1,1,67.12,150,27
2938,2024-01-28,paid_social,0,0,0.0,103,66
2939,2024-01-26,organic,1,0,0.0,126,17
2940,2024-04-22,paid_social,1,1,17.51,33,22
2941,2024-03-06,organic,1,3,75.54,41,20
2942,2024-06-01,paid_social,0,0,0.0,166,94
2943,2024-05-10,email,1,2,46.38,63,23
2944,2024-02-13,paid_social,0,0,0.0,85,100
2945,2024-04-06,referral,1,3,274.37,179,5
2946,2024-02-11,email,1,1,23.4,90,27
2947,2024-01-06,paid_search,1,2,153.91,65,11
2948,2024-06-15,paid_social,0,0,0.0,105,43
2949,2024-06-28,referral,0,0,0.0,57,76
2950,2024-01-23,paid_search,1,2,132.42,86,26
2951,2024-03-29,organic,0,0,0.0,155,30
2952,2024-05-02,email,0,0,0.0,72,48
2953,2024-06-26,paid_social,1,3,207.08,82,25
2954,2024-06-19,organic,0,0,0.0,4,36
2955,2024-05-26,paid_search,1,3,122.0,65,13
2956,2024-02-20,referral,0,0,0.0,44,106
2957,2024-01-11,paid_search,1,2,61.08,16,12
2958,2024-01-12,paid_social,1,2,41.73,94,2
2959,2024-03-14,referral,1,2,34.41,23,1
2960,2024-01-08,paid_social,0,0,0.0,159,97
2961,2024-05-31,paid_search,0,0,0.0,156,79
2962,2024-02-10,paid_social,0,0,0.0,178,97
2963,2024-06-12,paid_social,1,5,337.15,101,8
2964,2024-03-25,paid_social,1,2,11.17,16,16
2965,2024-03-12,paid_search,1,2,133.15,41,5
2966,2024-02-24,paid_search,1,4,522.45,137,2
2967,2024-05-16,email,1,1,90.96,2,15
2968,2024-02-16,organic,0,0,0.0,110,85
2969,2024-05-22,organic,0,0,0.0,43,43
2970,2024-06-24,paid_search,1,7,374.02,66,4
2971,2024-04-13,referral,0,0,0.0,96,99
2972,2024-02-11,organic,0,0,0.0,77,91
2973,2024-02-29,organic,0,0,0.0,177,72
2974,2024-01-12,organic,0,0,0.0,125,86
2975,2024-05-09,paid_social,0,0,0.0,97,104
2976,2024-01-07,organic,0,0,0.0,21,60
2977,2024-03-20,paid_search,1,1,14.3,147,24
2978,2024-05-10,paid_search,1,1,118.52,112,15
2979,2024-04-18,referral,0,0,0.0,57,30
2980,2024-01-03,paid_search,1,2,18.94,77,17
2981,2024-01-27,organic,1,2,141.28,60,6
2982,2024-04-23,paid_search,1,1,64.49,147,26
2983,2024-04-16,email,0,0,0.0,99,89
2984,2024-02-09,paid_social,0,0,0.0,35,32
2985,2024-06-09,email,1,4,620.42,126,23
2986,2024-05-08,referral,1,2,88.01,161,25
2987,2024-01-08,organic,0,0,0.0,67,83
2988,2024-04-10,paid_social,1,2,103.89,87,3
2989,2024-06-08,organic,1,2,14.65,48,9
2990,2024-05-03,paid_social,0,0,0.0,45,45
2991,2024-06-24,organic,1,2,75.04,75,6
2992,2024-04-16,paid_search,1,0,0.0,68,27
2993,2024-04-10,email,0,0,0.0,143,53
2994,2024-01-04,organic,1,3,16.46,92,23
2995,2024-04-19,referral,0,0,0.0,72,61
2996,2024-01-19,organic,1,1,75.28,98,23
2997,2024-02-01,organic,1,0,0.0,15,3
2998,2024-05-16,referral,1,3,43.36,151,22
2999,2024-01-12,paid_social,1,3,343.84,91,24
3000,2024-05-18,paid_social,0,0,0.0,142,100
3001,2024-02-15,organic,0,0,0.0,117,109
3002,2024-04-28,paid_search,0,0,0.0,2,72
3003,2024-01-16,paid_social,1,2,112.05,125,22
3004,2024-05-08,paid_social,0,0,0.0,43,30
3005,2024-03-03,paid_search,1,4,326.27,71,18
